Archetype,Day,DayName,PH,MH,Language,Etiquette,Theory,Practice,AvgGuanxi,MaxLoneliness,RumorLevel,IsBurnedOut
SocialHeavy,23,Selasa,70,100,20,15,81,91,50.50,10,0,0
SocialHeavy,24,Rabu,70,100,20,15,84,94,51.00,10,0,0
SocialHeavy,25,Kamis,70,100,20,15,87,97,51.50,10,0,0
SocialHeavy,26,Jumat,70,100,20,15,90,100,52.00,10,0,0
SocialHeavy,27,Sabtu,65,100,20,15,90,100,55.50,10,0,0
SocialHeavy,28,Minggu,60,100,20,15,90,100,59.50,10,0,0
SocialHeavy,29,Senin,60,100,20,15,93,100,60.00,10,0,0
SocialHeavy,30,Selasa,60,100,20,15,96,100,59.50,10,0,0
SocialHeavy,31,Rabu,60,100,20,15,99,100,60.00,10,0,0
SocialHeavy,32,Kamis,60,100,20,15,100,100,59.50,10,0,0
SocialHeavy,33,Jumat,60,100,20,15,100,100,60.00,10,0,0
SocialHeavy,34,Sabtu,55,100,20,15,100,100,61.50,10,0,0
SocialHeavy,35,Minggu,50,100,20,15,100,100,65.00,10,0,0
SocialHeavy,36,Senin,50,100,20,15,100,100,64.50,10,0,0
SocialHeavy,37,Selasa,50,100,20,15,100,100,65.00,10,0,0
SocialHeavy,38,Rabu,50,100,20,15,100,100,64.50,10,0,0
SocialHeavy,39,Kamis,50,100,20,15,100,100,65.00,10,0,0
SocialHeavy,40,Jumat,50,100,20,15,100,100,64.50,10,0,0
SocialHeavy,41,Sabtu,45,100,20,15,100,100,65.50,10,0,0
SocialHeavy,42,Minggu,40,100,20,15,100,100,67.00,10,0,0
SocialHeavy,43,Senin,40,100,20,15,100,100,67.50,10,0,0
SocialHeavy,44,Selasa,40,100,20,15,100,100,67.00,10,0,0
SocialHeavy,45,Rabu,40,100,20,15,100,100,66.50,10,0,0
SocialHeavy,46,Kamis,40,100,20,15,100,100,66.00,10,0,0
SocialHeavy,47,Jumat,40,100,20,15,100,100,65.50,10,0,0
SocialHeavy,48,Sabtu,35,100,20,15,100,100,67.00,10,0,0
SocialHeavy,49,Minggu,30,100,20,15,100,100,69.00,10,0,0
SocialHeavy,50,Senin,30,100,20,15,100,100,68.50,10,0,0
SocialHeavy,51,Selasa,30,100,20,15,100,100,68.00,10,0,0
SocialHeavy,52,Rabu,30,100,20,15,100,100,67.50,10,0,0
SocialHeavy,53,Kamis,30,100,20,15,100,100,67.00,10,0,0
SocialHeavy,54,Jumat,30,100,20,15,100,100,66.50,10,0,0
SocialHeavy,55,Sabtu,25,100,20,15,100,100,67.50,10,0,0
SocialHeavy,56,Minggu,20,100,20,15,100,100,69.00,10,0,0
SocialHeavy,57,Senin,20,100,20,15,100,100,69.50,10,0,0
SocialHeavy,58,Selasa,20,100,20,15,100,100,69.00,10,0,0
SocialHeavy,59,Rabu,20,100,20,15,100,100,68.50,10,0,0
SocialHeavy,60,Kamis,20,100,20,15,100,100,68.00,10,0,0
Balanced,1,Senin,100,80,20,15,33,51,19.00,10,0,0
Balanced,2,Selasa,100,80,20,15,36,62,18.00,20,0,0
Balanced,3,Rabu,100,80,20,15,39,73,17.00,30,0,0
Balanced,4,Kamis,100,80,20,15,42,84,16.00,30,0,0
Balanced,5,Jumat,100,80,20,15,45,95,15.00,30,0,0
Balanced,6,Sabtu,100,75,20,15,53,100,14.00,30,0,0
Balanced,7,Minggu,100,70,20,15,61,100,13.00,40,0,0
Balanced,8,Senin,100,70,20,15,64,100,12.00,40,0,0
Balanced,9,Selasa,100,70,20,15,67,100,11.00,40,0,0
Balanced,10,Rabu,100,70,20,15,70,100,10.00,40,0,0
Balanced,11,Kamis,100,70,20,15,73,100,9.00,50,0,0
Balanced,12,Jumat,100,70,20,15,76,100,8.00,50,0,0
Balanced,13,Sabtu,100,85,20,15,76,100,10.00,50,0,0
Balanced,14,Minggu,100,100,20,15,76,100,12.00,50,0,0
Balanced,15,Senin,100,100,20,15,79,100,11.00,60,0,0
Balanced,16,Selasa,100,100,20,15,82,100,10.00,40,0,0
Balanced,17,Rabu,100,100,20,15,85,100,9.00,50,0,0
Balanced,18,Kamis,100,100,20,15,88,100,8.00,60,0,0
Balanced,19,Jumat,100,100,20,15,91,100,7.50,70,0,0
Balanced,20,Sabtu,100,100,20,15,91,100,9.50,50,0,0
Balanced,21,Minggu,100,100,20,15,91,100,12.00,40,0,0
Balanced,22,Senin,100,100,20,15,94,100,11.00,40,0,0
Balanced,23,Selasa,100,100,20,15,97,100,10.00,50,0,0
Balanced,24,Rabu,100,100,20,15,100,100,9.00,50,0,0
Balanced,25,Kamis,100,100,20,15,100,100,8.00,50,0,0
Balanced,26,Jumat,100,100,20,15,100,100,7.00,50,0,0
Balanced,27,Sabtu,100,100,20,15,100,100,9.50,50,0,0
Balanced,28,Minggu,100,100,20,15,100,100,12.00,50,0,0
Balanced,29,Senin,100,100,20,15,100,100,11.00,60,0,0
Balanced,30,Selasa,100,100,20,15,100,100,10.00,50,0,0
Balanced,31,Rabu,100,100,20,15,100,100,9.00,50,0,0
Balanced,32,Kamis,100,100,20,15,100,100,8.00,60,0,0
Balanced,33,Jumat,100,100,20,15,100,100,7.50,70,0,0
Balanced,34,Sabtu,100,100,20,15,100,100,10.00,60,0,0
Balanced,35,Minggu,100,100,20,15,100,100,12.00,40,0,0
Balanced,36,Senin,100,100,20,15,100,100,11.00,40,0,0
Balanced,37,Selasa,100,100,20,15,100,100,10.00,50,0,0
Balanced,38,Rabu,100,100,20,15,100,100,9.00,40,0,0
Balanced,39,Kamis,100,100,20,15,100,100,8.00,50,0,0
Balanced,40,Jumat,100,100,20,15,100,100,7.00,50,0,0
Balanced,41,Sabtu,100,100,20,15,100,100,9.00,60,0,0
Balanced,42,Minggu,100,100,20,15,100,100,11.00,50,0,0
Balanced,43,Senin,100,100,20,15,100,100,10.00,60,0,0
Balanced,44,Selasa,100,100,20,15,100,100,9.00,40,0,0
Balanced,45,Rabu,100,100,20,15,100,100,8.00,50,0,0
Balanced,46,Kamis,100,100,20,15,100,100,7.00,60,0,0
Balanced,47,Jumat,100,100,20,15,100,100,6.50,70,0,0
Balanced,48,Sabtu,100,100,20,15,100,100,8.50,50,0,0
Balanced,49,Minggu,100,100,20,15,100,100,11.00,50,0,0
Balanced,50,Senin,100,100,20,15,100,100,10.00,40,0,0
Balanced,51,Selasa,100,100,20,15,100,100,9.00,50,0,0
Balanced,52,Rabu,100,100,20,15,100,100,8.00,50,0,0
Balanced,53,Kamis,100,100,20,15,100,100,7.00,60,0,0
Balanced,54,Jumat,100,100,20,15,100,100,6.00,50,0,0
Balanced,55,Sabtu,100,100,20,15,100,100,8.50,50,0,0
Balanced,56,Minggu,100,100,20,15,100,100,11.00,60,0,0
Balanced,57,Senin,100,100,20,15,100,100,10.00,70,0,0
Balanced,58,Selasa,100,100,20,15,100,100,9.00,50,0,0
Balanced,59,Rabu,100,100,20,15,100,100,8.00,60,0,0
Balanced,60,Kamis,100,100,20,15,100,100,7.50,70,0,0
RestHeavy,1,Senin,100,100,20,15,33,43,18.00,10,0,0
RestHeavy,2,Selasa,100,100,20,15,36,46,16.00,20,0,0
RestHeavy,3,Rabu,100,100,20,15,39,49,14.00,30,0,0
RestHeavy,4,Kamis,100,100,20,15,42,52,12.00,40,0,0
RestHeavy,5,Jumat,100,100,20,15,45,55,10.00,50,0,0
RestHeavy,6,Sabtu,100,100,20,15,45,55,8.00,60,0,0
RestHeavy,7,Minggu,100,100,20,15,45,55,6.00,70,0,0
RestHeavy,8,Senin,100,100,20,15,48,58,4.00,80,1,0
RestHeavy,9,Selasa,100,100,20,15,51,61,2.00,90,2,0
RestHeavy,10,Rabu,100,100,20,15,54,64,0.00,100,3,0
RestHeavy,11,Kamis,100,100,20,15,57,67,0.00,100,4,0
RestHeavy,12,Jumat,100,100,20,15,60,70,0.00,100,5,0
RestHeavy,13,Sabtu,100,100,20,15,60,70,0.00,100,5,0
RestHeavy,14,Minggu,100,100,20,15,60,70,0.00,100,5,0
RestHeavy,15,Senin,100,100,20,15,63,73,0.00,100,5,0
RestHeavy,16,Selasa,100,100,20,15,66,76,0.00,100,5,0
RestHeavy,17,Rabu,100,100,20,15,69,79,0.00,100,5,0
RestHeavy,18,Kamis,100,100,20,15,72,82,0.00,100,5,0
RestHeavy,19,Jumat,100,100,20,15,75,85,0.00,100,5,0
RestHeavy,20,Sabtu,100,100,20,15,75,85,0.00,100,5,0
RestHeavy,21,Minggu,100,100,20,15,75,85,0.00,100,5,0
RestHeavy,22,Senin,100,100,20,15,78,88,0.00,100,5,0
RestHeavy,23,Selasa,100,100,20,15,81,91,0.00,100,5,0
RestHeavy,24,Rabu,100,100,20,15,84,94,0.00,100,5,0
RestHeavy,25,Kamis,100,100,20,15,87,97,0.00,100,5,0
RestHeavy,26,Jumat,100,100,20,15,90,100,0.00,100,5,0
RestHeavy,27,Sabtu,100,100,20,15,90,100,0.00,100,5,0
RestHeavy,28,Minggu,100,100,20,15,90,100,0.00,100,5,0
RestHeavy,29,Senin,100,100,20,15,93,100,0.00,100,5,0
RestHeavy,30,Selasa,100,100,20,15,96,100,0.00,100,5,0
RestHeavy,31,Rabu,100,100,20,15,99,100,0.00,100,5,0
RestHeavy,32,Kamis,100,100,20,15,100,100,0.00,100,5,0
RestHeavy,33,Jumat,100,100,20,15,100,100,0.00,100,5,0
RestHeavy,34,Sabtu,100,100,20,15,100,100,0.00,100,5,0
RestHeavy,35,Minggu,100,100,20,15,100,100,0.00,100,5,0
RestHeavy,36,Senin,100,100,20,15,100,100,0.00,100,5,0
RestHeavy,37,Selasa,100,100,20,15,100,100,0.00,100,5,0
RestHeavy,38,Rabu,100,100,20,15,100,100,0.00,100,5,0
RestHeavy,39,Kamis,100,100,20,15,100,100,0.00,100,5,0
RestHeavy,40,Jumat,100,100,20,15,100,100,0.00,100,5,0
RestHeavy,41,Sabtu,100,100,20,15,100,100,0.00,100,5,0
RestHeavy,42,Minggu,100,100,20,15,100,100,0.00,100,5,0
RestHeavy,43,Senin,100,100,20,15,100,100,0.00,100,5,0
RestHeavy,44,Selasa,100,100,20,15,100,100,0.00,100,5,0
RestHeavy,45,Rabu,100,100,20,15,100,100,0.00,100,5,0
RestHeavy,46,Kamis,100,100,20,15,100,100,0.00,100,5,0
RestHeavy,47,Jumat,100,100,20,15,100,100,0.00,100,5,0
RestHeavy,48,Sabtu,100,100,20,15,100,100,0.00,100,5,0
RestHeavy,49,Minggu,100,100,20,15,100,100,0.00,100,5,0
RestHeavy,50,Senin,100,100,20,15,100,100,0.00,100,5,0
RestHeavy,51,Selasa,100,100,20,15,100,100,0.00,100,5,0
RestHeavy,52,Rabu,100,100,20,15,100,100,0.00,100,5,0
RestHeavy,53,Kamis,100,100,20,15,100,100,0.00,100,5,0
RestHeavy,54,Jumat,100,100,20,15,100,100,0.00,100,5,0
RestHeavy,55,Sabtu,100,100,20,15,100,100,0.00,100,5,0
RestHeavy,56,Minggu,100,100,20,15,100,100,0.00,100,5,0
RestHeavy,57,Senin,100,100,20,15,100,100,0.00,100,5,0
RestHeavy,58,Selasa,100,100,20,15,100,100,0.00,100,5,0
RestHeavy,59,Rabu,100,100,20,15,100,100,0.00,100,5,0
RestHeavy,60,Kamis,100,100,20,15,100,100,0.00,100,5,0
